0,3,10,1
0,6,15,1
1,5,10,1
1,9,20,2
2,9,10,1
2,10,20,2
3,4,10,1
3,6,15,1
4,5,10,1
4,7,15,2
5,8,10,1
6,7,10,1
6,10,15,2
7,8,10,1
7,10,10,1
8,9,15,1
